47,533
49,640
49,532
51,531
48,533
49,531
47,529
50,529
49,531
49,533
49,529
48,529
48,531
48,531
49,532
47,530
48,530
50,530
46,529
49,530
49,531
48,531
52,532
46,532
48,532
49,532
48,530
47,531
47,529
47,531
48,532
47,531
48,531
47,529
50,529
46,533
49,533
46,531
50,532
47,531
50,531
47,534
47,531
51,531
47,529
48,531
49,532
50,531
49,530
49,531
50,531
49,533
49,531
51,530
50,531
50,531
50,533
47,529
50,530
47,528
50,531
47,533
49,529
47,533
48,533
49,529
47,533
48,531
47,533
48,531
49,534
48,533
48,532
48,533
47,531
49,529
48,534
47,531
50,529
46,533
47,529
47,531
46,531
48,529
49,530
51,533
46,529
51,532
44,531
50,533
49,530
48,531
49,531
50,531
49,531
47,533
50,534
48,529
50,533
48,533
48,531
46,534
47,533
49,531
48,533
51,533
46,531
48,533
50,531
47,529
49,533
48,532
48,529
49,531
48,531
48,531
51,533
49,530
48,529
49,531
47,529
50,528
50,529
49,531
46,529
45,530
49,531
49,529
51,534
48,531
51,533
47,533
50,531
50,533
47,530
46,533
49,532
52,532
50,529
48,529
49,531
48,529
49,532
50,530
47,531
47,531
47,533
48,531
48,529
49,531
51,533
49,531
49,530
50,531
45,537
42,537
42,536
43,536
47,537
48,532
47,532
47,535
47,534
46,535
48,533
48,535
49,537
49,533
49,535
47,538
45,535
49,535
47,533
48,537
48,535
47,533
49,537
48,535
47,535
49,537
48,535
45,535
46,533
47,535
47,535
46,535
46,534
47,535
48,535
46,537
47,533
46,532
45,534
46,532
48,533
45,531
45,533
49,531
46,535
48,530
45,532
45,533
46,535
45,532
45,532
44,532
44,530
42,534
45,534
43,531
45,529
44,532
42,533
43,533
41,532
39,533
40,533
41,536
39,533
40,532
36,534
35,535
40,534
37,534
38,534
39,533
40,531
39,531
39,531
42,530
38,534
42,530
41,531
41,527
36,531
38,529
41,534
43,532
42,531
44,529
45,533
41,531
41,534
41,532
42,533
41,533
45,534
46,537
44,536
45,535
43,536
48,537
46,537
50,541
49,541
50,544
50,546
52,547
55,548
55,548
53,550
56,550
55,551
58,555
63,554
60,557
64,559
67,561
70,564
72,563
72,564
76,568
76,567
75,569
82,573
83,575
82,580
86,580
87,581
89,583
94,583
96,590
96,590
100,590
98,591
101,589
105,592
104,588
106,592
109,592
112,587
113,579
113,640
112,640
118,640
115,640
117,640
122,640
119,640
122,640
123,640
119,640
122,640
127,640
125,640
124,640
124,640
125,640
129,640
125,640
126,640
122,640
128,640
123,640
123,640
123,640
118,640
118,640
118,640
117,640
117,640
115,640
111,640
112,640
110,640
112,640
108,640
108,640
102,640
100,592
101,592
101,597
100,597
97,596
97,595
101,597
99,593
100,595
98,596
98,597
96,595
96,595
100,595
101,594
99,592
99,595
101,595
102,591
101,592
101,590
96,591
100,592
97,591
100,589
100,590
100,588
100,586
98,587
97,588
98,588
99,588
98,591
100,591
98,589
98,589
98,587
101,591
99,590
99,589
97,589
101,588
97,590
97,590
96,590
98,587
100,588
99,590
97,587
97,587
99,588
98,585
96,586
96,584
96,585
94,584
95,583
94,583
92,583
95,583
96,584
92,577
96,580
92,579
94,578
94,579
93,576
94,578
93,576
95,575
94,573
93,574
95,574
92,573
94,573
92,572
92,572
92,574
92,571
93,572
92,573
90,573
91,568
90,573
92,570
90,570
89,572
91,570
89,572
90,574
86,571
88,571
90,569
89,569
87,567
87,566
86,567
86,569
86,566
88,568
85,567
85,565
85,564
86,564
84,563
84,563
83,560
84,563
83,562
79,561
83,563
82,560
82,561
76,560
76,560
76,561
77,561
77,558
75,561
73,559
74,557
73,556
74,559
69,555
71,559
70,557
65,557
68,559
66,557
65,556
64,556
64,555
63,556
62,557
66,553
63,552
60,553
62,552
62,552
60,553
62,555
60,552
60,549
56,550
57,549
57,549
57,548
54,548
56,547
54,547
56,548
58,546
54,545
54,547
53,544
52,543
50,543
49,542
49,539
51,540
50,538
50,539
53,539
47,540
50,538
49,541
49,539
49,540
50,542
50,540
48,540
48,539
49,541
51,541
53,543
53,540
54,542
52,541
57,544
54,543
55,545
58,546
56,546
57,545
60,547
63,547
62,547
65,549
65,551
65,549
69,552
68,553
67,556
71,556
68,556
72,558
67,557
68,558
69,558
72,559
71,562
71,559
71,561
72,561
73,565
71,563
72,568
74,566
71,566
72,568
74,566
74,568
74,569
70,569
72,569
73,568
71,568
72,568
67,569
72,570
71,567
74,570
74,569
70,571
74,569
72,571
70,568
73,570
68,570
70,573
72,571
70,570
74,571
72,570
70,572
72,570
72,570
70,569
74,572
72,572
74,568
72,569
72,570
72,571
70,568
72,570
68,569
71,570
74,569
70,570
75,568
77,566
75,570
71,569
73,568
72,567
74,567
72,567
72,569
70,564
70,566
75,563
73,563
74,566
72,568
73,566
75,568
75,564
75,565
70,565
75,564
73,562
74,566
74,565
73,563
71,566
73,566
71,564
71,564
71,566
71,564
75,567
71,565
72,566
74,563
74,564
77,564
76,566
75,566
77,564
75,566
78,565
75,566
73,565
75,561
72,566
76,564
73,564
75,565
77,565
75,563
76,561
76,564
72,561
74,564
68,563
60,561
62,563
0,562
0,564
0,562
0,564
0,563
0,563
0,566
0,565
0,560
0,563
0,563
0,561
0,562
0,564
0,564
0,560
0,560
0,558
63,555
64,554
51,552
43,532
49,535
51,543
52,543
52,543
49,538
50,540
46,540
47,540
45,534
44,535
45,533
43,530
40,535
39,530
40,532
39,528
38,528
37,525
34,523
37,526
34,527
31,522
33,517
28,522
30,520
28,522
30,520
29,518
26,517
23,516
21,516
22,518
21,515
20,517
19,515
18,512
18,513
16,512
23,508
22,509
21,510
20,509
19,504
18,503
16,505
14,502
14,498
11,493
10,489
9,487
7,487
5,486
0,482
0,481
0,480
0,475
0,477
0,472
0,470
0,466
0,465
0,468
0,460
0,461
0,457
0,455
0,451
0,441
0,447
0,446
0,440
0,437
0,440
0,439
0,437
0,443
0,449
0,450
0,447
0,456
0,455
0,464
0,466
0,475
0,477
0,479
0,481
5,488
9,489
11,499
12,503
14,505
15,508
16,508
19,511
21,520
22,518
17,513
15,519
20,521
16,517
17,519
20,521
20,523
20,520
17,519
18,523
21,522
20,522
17,524
14,526
15,525
17,529
20,532
21,535
22,535
25,530
23,535
20,539
26,540
25,542
28,545
30,547
31,549
32,547
35,549
39,550
37,553
42,554
44,558
47,561
49,565
52,569
57,573
61,573
63,571
63,573
66,574
66,577
68,578
66,575
65,574
66,574
66,574
64,576
66,575
70,588
65,585
66,579
63,640
66,640
66,640
69,640
65,640
70,640
71,640
67,640
70,640
70,640
69,640
71,640
69,640
72,640
69,640
70,640
69,640
73,640
69,640
74,640
69,640
76,586
73,573
75,565
77,576
76,580
82,579
82,580
81,584
85,583
85,584
89,585
85,586
91,587
92,588
92,589
97,590
95,592
98,594
93,592
97,593
97,595
96,593
99,596
102,600
100,601
102,601
102,598
98,599
98,596
99,599
99,599
98,597
100,597
98,594
100,598
100,595
100,597
98,592
102,594
100,594
100,593
98,593
101,590
105,592
105,588
106,594
105,592
105,594
108,591
111,596
115,600
113,599
115,600
117,602
117,605
119,607
126,610
126,611
132,616
131,617
135,622
140,622
141,624
140,622
148,622
152,626
159,631
157,633
165,640
163,640
166,640
172,640
172,640
175,640
182,640
183,640
183,640
180,640
178,640
184,640
181,640
178,640
177,640
178,640
172,640
169,640
169,640
163,640
162,640
158,640
158,640
155,640
150,640
146,640
145,640
136,640
134,640
136,640
136,640
126,640
128,640
129,640
124,640
118,640
120,640
120,640
118,637
118,636
116,640
112,640
114,640
109,640
106,635
105,631
103,630
99,629
104,626
98,625
101,640
96,640
92,640
98,640
98,640
94,640
98,640
96,640
97,640
101,640
106,640
108,640
112,640
114,640
123,640
126,640
136,640
142,640
162,640
164,640
173,640
186,640
194,640
198,640
203,640
219,640
223,640
229,640
236,640
238,640
247,640
242,640
249,640
250,640
249,640
248,640
247,640
253,640
245,640
250,640
255,640
245,640
246,640
243,640
241,640
244,640
244,640
235,640
231,640
224,640
224,640
220,640
212,640
211,640
207,640
200,640
199,635
193,632
192,631
185,629
178,625
168,622
161,622
148,616
145,615
137,611
136,610
128,602
121,599
116,599
114,595
107,590
107,588
104,584
98,582
95,580
95,578
86,571
83,568
78,568
77,566
74,564
73,565
68,561
68,560
73,561
71,563
70,561
69,563
59,561
58,559
54,562
56,560
58,560
51,559
52,556
55,553
47,550
49,550
51,545
41,545
48,541
54,539
53,541
50,537
42,535
41,533
40,533
41,530
41,529
38,528
37,528
39,527
36,528
33,522
36,523
34,518
30,521
32,519
33,517
35,515
33,515
34,511
33,509
30,512
27,508
29,507
28,509
23,505
26,507
25,507
22,507
22,507
22,507
22,505
24,505
23,506
22,505
22,504
24,501
23,502
22,501
21,503
21,499
21,498
19,500
22,501
17,499
19,502
20,497
20,496
18,498
21,499
20,494
17,498
16,499
17,500
18,501
17,497
16,498
19,500
18,500
16,496
19,496
18,496
18,500
16,498
16,499
15,501
16,497
14,496
14,498
13,495
13,497
12,499
12,498
11,501
11,497
9,498
8,493
7,500
8,497
7,507
7,506
8,513
7,514
7,517
8,502
7,505
7,497
7,500
6,504
7,506
5,505
5,507
4,503
0,504
0,505
0,506
0,507
0,506
0,503
0,507
0,505
0,508
0,515
0,514
0,514
0,519
0,520
0,516
0,517
0,517
0,518
0,512
0,512
0,511
0,520
0,521
0,513
0,514
0,510
0,511
0,504
0,503
0,498
0,493
0,484
0,482
0,480
0,472
0,464
0,457
0,452
0,437
0,445
0,436
0,428
0,414
0,404
0,378
0,640
0,640
0,640
0,640
0,640
0,640
0,201
0,640
0,381
0,401
0,386
0,387
0,387
0,390
0,391
0,392
0,394
0,400
0,403
0,412
0,415
0,421
0,435
0,437
0,442
1,452
10,461
23,495
33,510
40,522
41,529
53,545
56,568
53,560
51,558
31,539
0,554
0,549
0,550
0,553
0,569
0,587
0,584
0,587
0,603
0,605
0,612
0,610
0,571
0,640
9,493
20,503
19,510
16,515
21,518
19,520
20,525
36,530
42,532
79,568
92,576
106,583
109,588
111,585
115,597
116,602
118,606
121,607
128,615
136,619
140,619
137,621
138,620
139,617
138,616
137,618
135,616
132,614
129,613
131,611
131,612
129,611
127,610
127,611
127,607
124,609
124,605
123,607
120,605
123,606
121,602
122,606
119,606
120,603
121,603
118,603
120,603
118,602
118,607
119,604
120,605
118,609
123,612
121,613
125,619
129,623
125,620
127,624
132,629
136,639
139,640
144,640
149,640
155,640
160,640
160,640
164,640
170,640
174,640
184,640
193,640
195,640
201,640
206,640
209,640
212,640
211,640
218,640
217,640
217,640
218,640
227,640
228,640
228,640
224,640
229,640
228,640
227,640
227,640
222,640
225,640
224,640
221,640
226,640
219,640
215,640
216,640
213,640
218,640
215,640
219,640
211,640
214,640
211,640
226,640
223,640
221,640
228,640
226,640
227,640
230,640
232,640
239,640
237,640
242,640
237,640
242,640
245,640
244,640
256,640
252,640
247,640
256,640
251,640
247,640
247,640
247,640
248,640
249,640
252,640
252,640
255,640
